author,title,source,type,doi
"Guan, Hongxiang; Birgel, Daniel; Feng, Dong; Peckmann, Joern; Liu, Lei; Liu, Lihua; Tao, Jun",Lipids and their delta C-13 values reveal carbon assimilation and cycling in the methane-seep tubeworm Paraescarpia echinospica from the South China Sea,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,J,https://doi.org/10.1016/j.dsr.2021.103556
"Ndemah, R; Gounou, S; Schulthess, F",The role of wild grasses in the management of lepidopterous stem-borers on maize in the humid tropics of western Africa,BULLETIN OF ENTOMOLOGICAL RESEARCH,J,https://doi.org/10.1079/BER2002196
"Kawari, Mohammed; Akhtar, Mahmood; Sager, Mohamed; Basbous, Zakaria; Baydoun, Ibrahim; Kabanja, Juma; Darweesh, Mohammed; Mokhtar, Nihad; Kanfar, Solaf; Mutahar, Enas; Apostolidis, John; Al-Anazi, Khalid Ahmed; Al Hashmi, Hani",Alterations of Gut Microbiome in Untreated Chronic Lymphocytic Leukemia (CLL); Future Therapeutic Potentials,BLOOD,J,https://doi.org/10.1182/blood-2019-121643
"Osterman, Andrei",Metabolic Exchange In Microbial Communities,FASEB JOURNAL,J,NA
"Chen, YH; Welter, SC","Crop domestication disrupts a native tritrophic interaction associated with the sunflower, Helianthus annuus (Asterales : Asteraceae)",ECOLOGICAL ENTOMOLOGY,J,https://doi.org/10.1111/j.0307-6946.2005.00737.x
"HRABAK, EM; TRUCHET, GL; DAZZO, FB; GOVERS, F",CHARACTERIZATION OF THE ANOMALOUS INFECTION AND NODULATION OF SUBTERRANEAN CLOVER ROOTS BY RHIZOBIUM-LEGUMINOSARUM 1020,JOURNAL OF GENERAL MICROBIOLOGY,J,NA
"Dan, Zhou; Mao, Xuhua; Liu, Qisha; Liu, Xingyin",ALTERATION IN GUT MICROBIOTA IS ASSOCIATED WITH DYSREGULATION OF METABOLISM OF AUTISM SPECTRUM DISORDER IN CHINA,GASTROENTEROLOGY,J,NA
"Thaler, JS; Bostock, RM",Interactions between abscisic-acid-mediated responses and plant resistance to pathogens and insects,ECOLOGY,J,https://doi.org/10.1890/02-0710
"KLIKA., J.",Some observations on the biology of mildew.,Ann. mycol.,J,NA
"McDermid, Joann M.; van der Loeff, Maarten F. Schim; Jaye, Assan; Hennig, Branwen J.; Bates, Chris; Todd, Jim; Sirugo, Giorgio; Hill, Adrian V.; Whittle, Hilton C.; Prentice, Andrew M.","Mortality in HIV infection is independently predicted by host iron status and SLC11A1 and HP genotypes, with new evidence of a gene-nutrient interaction",AMERICAN JOURNAL OF CLINICAL NUTRITION,J,https://doi.org/10.3945/ajcn.2009.27709
"Riano, Ioana; Moreno, Miguel Angel; Teshager, Tirushet; Saenz, Yolanda; Dominguez, Lucas; Torres, Carmen",Detection and characterization of extended-spectrum beta-lactamases in Salmonella enterica strains of healthy food animals in Spain,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,J,https://doi.org/10.1093/jac/dkl337
"Throop, HL",Nitrogen deposition and herbivory affect biomass production and allocation in an annual plant,OIKOS,J,https://doi.org/10.1111/j.0030-1299.2005.14026.x
"Foote, A. P.; Harmon, D. L.; Brown, K. R.; Strickland, J. R.; McLeod, K. R.; Bush, L. P.; Klotz, J. L.",Constriction of bovine vasculature caused by endophyte-infected tall fescue seed extract is similar to pure ergovaline,JOURNAL OF ANIMAL SCIENCE,J,https://doi.org/10.2527/jas.2011-4513
"NEMERY, B",METAL TOXICITY AND THE RESPIRATORY-TRACT,EUROPEAN RESPIRATORY JOURNAL,J,NA
"Ababouch, Lahsen",Assuring fish safety and quality in international fish trade,MARINE POLLUTION BULLETIN,J,https://doi.org/10.1016/j.marpolbul.2006.08.011
"Kos, Gregor; Lohninger, Hans; Mizaikoff, Boris; Krska, Rudolf",Optimisation of a sample preparation procedure for the screening of fungal infection and assessment of deoxynivalenol content in maize using mid-infrared attenuated total reflection spectroscopy,FOOD ADDITIVES AND CONTAMINANTS,J,https://doi.org/10.1080/02652030601186111
[Anonymous],Symposium Proceedings of the Nutrition Society.,Proceedings of the Nutrition Society,J,https://doi.org/10.1079/PNS19700045
"Manachini, B.",Effects of transgenic corn on Lydella thompsoni Herting (Diptera Tachinidae) parasitoid of Ostrinia nubilalis Hb. (Lepidoptera Crambidae).,Bollettino di Zoologia Agraria e di Bachicoltura,J,NA
"PENG, JW; MA, WY; WANG, XL; ZUO, YX; WAN, XQ",INFLUENCE OF ENHANCEMENT OF HOST EGG SUPPLY ON POPULATION INCREMENT OF EGG PARASITES IN PINE FORESTS,ACTA ENTOMOLOGICA SINICA,J,NA
"WRIGHT, CA",SOME VIEWS ON BIOLOGICAL CONTROL OF TREMATODE DISEASES,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,J,https://doi.org/10.1016/0035-9203(68)90082-5
"Den Bakker, Meghan; den Bakker, Henk C.; Diez-Gonzalez, Francisco","Heat Inactivation of Listeria monocytogenes on Pecans, Macadamia Nuts, and Sunflower Seeds",MICROBIOLOGY SPECTRUM,J,https://doi.org/10.1128/Spectrum.01134-21
"ATKINSON, PR; NUSS, KJ","ASSOCIATIONS BETWEEN HOST-PLANT NITROGEN AND INFESTATIONS OF THE SUGARCANE BORER, ELDANA-SACCHARINA WALKER (LEPIDOPTERA, PYRALIDAE)",BULLETIN OF ENTOMOLOGICAL RESEARCH,J,https://doi.org/10.1017/S0007485300018460
"Sahragard, A.; Heydari, R.","Biology and spatial distribution of rose sawfly, Arge rosae (Hym.: Argidae) in Guilan.",Journal of Entomological Society of Iran,J,NA
"Curtis, L. E.; Kallenbach, R. L.",Endophyte infection level of tall fescue stockpiled for winter grazing does not alter the gain of calves nursing lactating beef cows,JOURNAL OF ANIMAL SCIENCE,J,https://doi.org/10.2527/jas.2006-848
"Iwao, K; Nakamura, S; Ohsaki, N",Plant-based host preference and larval competition of the tachinid parasitoid Epicampocera succincta,POPULATION ECOLOGY,J,https://doi.org/10.1007/PL00012026
"BURKHOLDER, JM; NOGA, EJ; HOBBS, CH; GLASGOW, HB",NEW PHANTOM DINOFLAGELLATE IS THE CAUSATIVE AGENT OF MAJOR ESTUARINE FISH KILLS,"NATURE",J,https://doi.org/10.1038/358407a0
"O'CONNOR, B. A.","The Coeo-nut Leaf-miner, Promecotheca papuana, Csiki, and its Parasites.",New Guinea Agricultural Gazette,J,NA
"Igbinosa, I. H.; Chiadika, C.","Prevalence, characteristics and antibiogram profile of Escherichia coli O157:H7 isolated from raw and fermented (nono) milk in Benin City, Nigeria.",African Journal of Clinical and Experimental Microbiology,J,https://doi.org/10.4314/ajcem.v22i2.15
"Su, S.; Miska, K. B.; Fetterer, R. H.; Jenkins, M. C.; Lamont, S. J.; Wong, E. A.",Differential expression of intestinal nutrient transporters and host defense peptides in Eimeria maxima-infected Fayoumi and Ross chickens,POULTRY SCIENCE,J,https://doi.org/10.3382/ps/pey286
"Annamalai, Jeyakumari; Sivam, Visnuvinayagam; Unnikrishnan, Parvathy; Sivasankara, Sarma Kuppa; Pansingh, Rawat Kaushlesh; Abdul, Khader Shaik; Lakshmi, Narashimha Murthy; Nagarajarao, Ravishankar Chandragiri","Effect of electron beam irradiation on the biochemical, microbiological and sensory quality of Litopenaeus vannamei during chilled storage",JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,J,https://doi.org/10.1007/s13197-020-04250-7
"Bilu, Einat; Coll, Moshe",Parasitized Aphids Are Inferior Prey for a Coccinellid Predator: Implications for Intraguild Predation,ENVIRONMENTAL ENTOMOLOGY,J,https://doi.org/10.1603/022.038.0119
"Espinosa, Martin S.; Hill, Jorge G.; Virla, Eduardo G.","Supplementary nutrient sources improve biological performance of Gonatopus bonaerensis (Hymenoptera: Dryinidae), decreasing unwanted destructive host-feeding",BIOLOGICAL CONTROL,J,https://doi.org/10.1016/j.biocontrol.2021.104659
"Edwards, SG",Influence of agricultural practices on fusarium infection of cereals and subsequent contamination of grain by trichothecene mycotoxins,TOXICOLOGY LETTERS,J,https://doi.org/10.1016/j.toxlet.2004.04.022
"Akokpari, JK","The state, refugees and migration in sub-Saharan Africa",INTERNATIONAL MIGRATION,J,https://doi.org/10.1111/1468-2435.00043
"MORRIS, K. R. S.",Problems in the assessment of tsetse populations,BULL ENTOMOL RES,J,NA
"CESARI, IM; SIMPSON, AJG; EVANS, WH",PROPERTIES OF A SERIES OF TEGUMENTAL MEMBRANE-BOUND PHOSPHOHYDROLASE ACTIVITIES OF SCHISTOSOMA-MANSONI,BIOCHEMICAL JOURNAL,J,https://doi.org/10.1042/bj1980467
"Fiske, W. F.",Investigations into the bionomics of Gllossina palpalis,Bulletin of Entomological Research London,J,NA
"Wardhaugh, Carl W.",The spatial and temporal distributions of arthropods in forest canopies: uniting disparate patterns with hypotheses for specialisation,BIOLOGICAL REVIEWS,J,https://doi.org/10.1111/brv.12094
"AGERGAARD, N; ROTENBERG, S; BOISEN, S",SOME ASPECTS OF IRON-DEFICIENCY IN DOMESTIC-ANIMALS,NORDISK VETERINAER MEDICIN,J,NA
"Liu, Qianhe; Parsons, Anthony J.; Xue, Hong; Fraser, Karl; Ryan, Geraldine D.; Newman, Jonathan A.; Rasmussen, Susanne",Competition between foliar Neotyphodium lolii endophytes and mycorrhizal Glomus spp. fungi in Lolium perenne depends on resource supply and host carbohydrate content,FUNCTIONAL ECOLOGY,J,https://doi.org/10.1111/j.1365-2435.2011.01853.x
VARIOUS AUTHORS,"Abstracts of papers presented at the thirtieth annual meeting of the American Phytopathological Society, Richmond, Virginia, December 27 to 30, 1938, inclusive",PHYTOPATHOLOGY,J,NA
"Kobayashi, Hajime; De Nisco, Nicole J.; Chien, Peter; Simmons, Lyle A.; Walker, Graham C.",Sinorhizobium meliloti CpdR1 is critical for co-ordinating cell cycle progression and the symbiotic chronic infection,MOLECULAR MICROBIOLOGY,J,https://doi.org/10.1111/j.1365-2958.2009.06794.x
"BETHLENFALVAY, GJ; FRANSON, RL; BROWN, MS",NUTRITION OF MYCORRHIZAL SOYBEAN EVALUATED BY THE DIAGNOSIS AND RECOMMENDATION INTEGRATED SYSTEM (DRIS),AGRONOMY JOURNAL,J,https://doi.org/10.2134/agronj1990.00021962008200020025x
"D'Mello, J. P. F.",Recent Advances Underpinning Innovative Strategies for the Future,Handbook of Microbial Metabolism of Amino Acids,B,NA
"Lauren, DR; Jensen, DJ; Smith, WA",Mycotoxin contamination in graded fractions of maize (Zea mays) in New Zealand,NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,J,https://doi.org/10.1080/01140671.2006.9514389
"ARTHUR, JOSEPH CHARLES",Manual of the rusts in the United States and Canada,Manual of the rusts in the United States and Canada,B,NA
"Ayayee, Paul A.; Kinney, George; Yarnes, Chris; Larsen, Thomas; Custer, Gordon F.; van Diepen, Linda T. A.; Munoz-Garcia, Agusti","Role of the gut microbiome in mediating standard metabolic rate after dietary shifts in the viviparous cockroach, Diploptera punctata",JOURNAL OF EXPERIMENTAL BIOLOGY,J,https://doi.org/10.1242/jeb.218271
"Haddad, Tufia C.; Kasthuri, Raj S.; Vercellotti, Gregory M.",Sepsis following parenteral sodium ferric gluconate complex infusion: A report of two cases and literature review.,BLOOD,J,https://doi.org/10.1182/blood.V108.11.3729.3729
"Tayel, Ahmed A.; Moussa, Shaaban H.; Salem, Mohammed F.; Mazrou, Khaled E.; El-Tras, Wael F.",Control of citrus molds using bioactive coatings incorporated with fungal chitosan/plant extracts composite,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,J,https://doi.org/10.1002/jsfa.7223
"GRIES, G. A.",Physiology of Fusarium foot rot of squash.,Bulletin. Connecticut Agricultural Experiment Station,J,NA
"VIAL, HJ; TORPIER, G; ANCELIN, ML; CAPRON, A",RENEWAL OF THE MEMBRANE COMPLEX OF SCHISTOSOMA-MANSONI IS CLOSELY ASSOCIATED WITH LIPID-METABOLISM,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,J,https://doi.org/10.1016/0166-6851(85)90019-2
"Dash, Gyanaranjan; Raman, Ram Prakash; Prasad, K. Pani; Makesh, M.; Pradeep, M. A.; Sen, Swatipriyanka","Evaluation of Lactobacillus plantarum as feed supplement on host associated microflora, growth, feed efficiency, carcass biochemical composition and immune response of giant freshwater prawn, Macrobrachium rosenbergii (de Man, 1879)",AQUACULTURE,J,https://doi.org/10.1016/j.aquaculture.2014.05.011
"STANECK, JL; HENNEBERRY, RC; COX, CD",GROWTH REQUIREMENTS OF PATHOGENIC LEPTOSPIRA,INFECTION AND IMMUNITY,J,https://doi.org/10.1128/IAI.7.6.886-897.1973
"ESPINOZAVICTORIA, D; QUINTERORAMOS, M; FERRERACERRATO, R; BETHLENFALVAY, GJ",FITTING PLANTS TO SOIL THROUGH MYCORRHIZAL FUNGI - PLANT NUTRITION IN HOST-ENDOPHYTE COMBINATIONS EVALUATED BY THE DIAGNOSIS AND RECOMMENDATION INTEGRATED SYSTEM,BIOLOGY AND FERTILITY OF SOILS,J,https://doi.org/10.1007/BF00336425
"Bychowskaya-Pavlovskaya, I. E.",[Trematode fauna of birds of western Siberia and its dynamics.],Magazin de Parasitologie Leningrad,J,NA
"Tomov, BW; Bernal, JS; Vinson, SB",Impacts of transgenic sugarcane expressing GNA lectin on parasitism of Mexican rice borer by Parallorhogas pyralophagus (Marsh) (Hymenoptera : Braconidae),ENVIRONMENTAL ENTOMOLOGY,J,https://doi.org/10.1603/0046-225X-32.4.866
"Chen, Yan; Opit, George P.; Jonas, Valerie M.; Williams, Kimberly A.; Nechols, James R.; Margolies, David C.","Twospotted spider mite population level, distribution, and damage on ivy geranium in response to different nitrogen and phosphorus fertilization regimes",JOURNAL OF ECONOMIC ENTOMOLOGY,J,https://doi.org/10.1603/0022-0493(2007)100[1821:TSMPLD]2.0.CO;2
"MENGEL, K; HAGHPARAST, MR; KOCH, K",EFFECT OF POTASSIUM ON FIXATION OF MOLECULAR NITROGEN BY ROOT NODULES OF VICIA-FABA,PLANT PHYSIOLOGY,J,https://doi.org/10.1104/pp.54.4.535
"Edwards, S. G.",Fusarium mycotoxin content of UK organic and conventional barley,FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,J,https://doi.org/10.1080/02652030902919418
"ACKERT, J. E.",Natural resistance to helminthic infections,JOUR PARASITOL,J,https://doi.org/10.2307/3272827
"Ribeiro-Mendes, HN; Marques, ESA; Silva, IM; Fernandes, GW",Influence of host-plant sex and habitat on survivorship of insect galls within the geographical range of the host-plant,TROPICAL ZOOLOGY,J,https://doi.org/10.1080/03946975.2002.10531163
"VEZINA, LP; MARGOLIS, HA; MCAFEE, BJ; DELANEY, S",CHANGES IN THE ACTIVITY OF ENZYMES INVOLVED WITH PRIMARY NITROGEN-METABOLISM DUE TO ECTOMYCORRHIZAL SYMBIOSIS ON JACK PINE-SEEDLINGS,PHYSIOLOGIA PLANTARUM,J,https://doi.org/10.1111/j.1399-3054.1989.tb02063.x
"VALE, GA; HARGROVE, JW; JORDAN, AM; LANGLEY, PA; MEWS, AR","SURVIVAL AND BEHAVIOR OF TSETSE FLIES (DIPTERA, GLOSSINIDAE) RELEASED IN FIELD - COMPARISON BETWEEN WILD FLIES AND ANIMAL-FED AND INVITRO-FED LABORATORY-REARED FLIES",BULLETIN OF ENTOMOLOGICAL RESEARCH,J,https://doi.org/10.1017/S0007485300010786
"Li, Yuhui; Chen, Ting; Li, Youbang; Tang, Yin; Huang, Zhonghao","Gut microbiota are associated with sex and age of host: Evidence from semi-provisioned rhesus macaques in southwest Guangxi, China",ECOLOGY AND EVOLUTION,J,https://doi.org/10.1002/ece3.7643
"Miramon, Pedro; Pountain, Andrew W.; van Hoof, Ambro; Lorenz, Michael C.",The Paralogous Transcription Factors Stp1 and Stp2 of Candida albicans Have Distinct Functions in Nutrient Acquisition and Host Interaction,INFECTION AND IMMUNITY,J,https://doi.org/10.1128/IAI.00763-19
"Wang, Xuedan; Gibson, Glenn R.; Costabile, Adele; Sailer, Manuela; Theis, Stephan; Rastall, Robert A.","Prebiotic Supplementation of In Vitro Fecal Fermentations Inhibits Proteolysis by Gut Bacteria, and Host Diet Shapes Gut Bacterial Metabolism and Response to Intervention",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,J,https://doi.org/10.1128/AEM.02749-18
"JIN, XX; MORTON, J; BUTLER, L","INTERACTIONS BETWEEN FUSARIUM-AVENACEUM AND HYLASTINUS-OBSCURUS (COLEOPTERA, SCOLYTIDAE) AND THEIR INFLUENCE ON ROOT DECLINE IN RED-CLOVER",JOURNAL OF ECONOMIC ENTOMOLOGY,J,https://doi.org/10.1093/jee/85.4.1340
"JONES, DR","STUDIES ON A CANKER DISEASE OF CYPRESSES IN EAST AFRICA, CAUSED BY MONOCHAETIA-UNICORNIS (COOKE AND ELLIS) SACC .3. RESISTANCE AND SUSCEPTIBILITY OF SPECIES OF CUPRESSUS AND ALLIED GENERA",ANNALS OF APPLIED BIOLOGY,J,https://doi.org/10.1111/j.1744-7348.1954.tb01125.x
"Han, Y; Linton, RH; Nelson, PE","Effects of recovery, plating, and inoculation methods on quantification of Escherichia coli O157 : H7 and Listeria monocytogenes from strawberries",JOURNAL OF FOOD PROTECTION,J,https://doi.org/10.4315/0362-028X-67.11.2436
EFSA Panel on Plant Health,Evaluation of new scientific information on Phyllosticta citricarpa in relation to the EFSA PLH Panel (2014) Scientific Opinion on the plant health risk to the EU.,EFSA Journal,J,NA
"Kimanya, M. E.; De Meulenaer, B.; Tiisekwa, B.; Ugullum, C.; Devlieghere, F.; Van Camp, J.; Samapundo, S.; Kolsteren, P.","Fumonisins exposure from freshly harvested and stored maize and its relationship with traditional agronomic practices in Rombo district, Tanzania",FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,J,https://doi.org/10.1080/02652030902922784
"WILLIAMS, HH",ECOLOGY FUNCTIONAL MORPHOLOGY AND TAXONOMY OF ECHENEIBOTHRIUM BENEDEN 1849 (CESTODA - TETRAPHYLLIDEA) A REVISION OF GENUS AND COMMENTS ON DISCOBOTHRIUM BENEDEN 1870 PSEUDANTHOBOTHRIUM BAER 1956 AND PHORMOBOTHRIUM ALEXANDER 1963,PARASITOLOGY,J,https://doi.org/10.1017/S0031182000070864
"Menge, C; Stamm, I; Blessenohl, M; Wieler, LH; Baljer, G","Verotoxin 1 from Escherichia coli affects Gb(3)/CD77(+) bovine lymphocytes independent of interleukin-2, tumor necrosis factor-alpha, and interferon-alpha",EXPERIMENTAL BIOLOGY AND MEDICINE,J,https://doi.org/10.1177/153537020322800408
"Tao, Li; Du, Han; Guan, Guobo; Dai, Yu; Nobile, Clarissa J.; Liang, Weihong; Cao, Chengjun; Zhang, Qiuyu; Zhong, Jin; Huang, Guanghua",Discovery of a White-Gray-Opaque'' Tristable Phenotypic Switching System in Candida albicans: Roles of Non-genetic Diversity in Host Adaptation,PLOS BIOLOGY,J,https://doi.org/10.1371/journal.pbio.1001830
"ULLYETT, G. C.","Mortality Factors in Populations of Plutella maculipennis Curtis (Tlneidae: Lep.), and their Relation to the Problem of Control.","Entomology Memoirs. Department of Agriculture and Forestry, Union of South Africa",J,NA
"Allen, RF",A cytological study of infection of Baart and Kanred wheats by Puccinia graminis Tritici,JOURNAL OF AGRICULTURAL RESEARCH,J,NA
"Gong, Liang; Liu, Yongfeng; Xiong, Yehui; Li, Taotao; Yin, Chunxiao; Zhao, Juanni; Yu, Jialin; Yin, Qi; Gupta, Vijai Kumar; Jiang, Yueming; Duan, Xuewu",New insights into the evolution of host specificity of threePenicilliumspecies and the pathogenicity ofP. Italicuminvolving the infection of Valencia orange (Citrus sinensis),VIRULENCE,J,https://doi.org/10.1080/21505594.2020.1773038
"Kainulainen, P; Holopainen, J; Palomaki, V; Holopainen, T",Effects of nitrogen fertilization on secondary chemistry and ectomycorrhizal state of Scots pine seedlings and on growth of grey pine aphid,JOURNAL OF CHEMICAL ECOLOGY,J,https://doi.org/10.1007/BF02033574
"Hou, Lifeng; Yu, Jie; Zhao, Lili; He, Xueli",Dark Septate Endophytes Improve the Growth and the Tolerance of Medicago sativa and Ammopiptanthus mongolicus Under Cadmium Stress,FRONTIERS IN MICROBIOLOGY,J,https://doi.org/10.3389/fmicb.2019.03061
"STAHL, PD; CHRISTENSEN, M; WILLIAMS, SE",POPULATION VARIATION IN THE MYCORRHIZAL FUNGUS GLOMUS-MOSSEAE - UNIFORM GARDEN EXPERIMENTS,MYCOLOGICAL RESEARCH,J,https://doi.org/10.1016/S0953-7562(09)81335-X
"FEBVAY, G; PAGEAUX, JF; BONNOT, G","LIPID-COMPOSITION OF THE PEA APHID, ACYRTHOSIPHON-PISUM (HARRIS) (HOMOPTERA, APHIDIDAE), REARED ON HOST PLANT AND ON ARTIFICIAL MEDIA",ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,J,https://doi.org/10.1002/arch.940210204
"Zhu, Lifeng; Zhang, Yongyong; Cui, Xinyuan; Zhu, Yudong; Dai, Qinlong; Chen, Hua; Liu, Guoqi; Yao, Ran; Yang, Zhisong",Host Bias in Diet-Source Microbiome Transmission in Wild Cohabitating Herbivores: New Knowledge for the Evolution of Herbivory and Plant Defense,MICROBIOLOGY SPECTRUM,J,https://doi.org/10.1128/Spectrum.00756-21
"ASAI, T.",On the occurrence and significance of the root fungi in land plants.,Japanese Journal of Botany,J,NA
"Alonso, C; Vuorisalo, T; Wilsey, B; Honkanen, T",Yponomeuta evonymellus outbreaks in southern Finland: spatial synchrony but different local magnitudes,ANNALES ZOOLOGICI FENNICI,J,NA
"WUNDER, JA; STINNETT, JD; ALEXANDER, JW",EFFECTS OF MALNUTRITION ON VARIABLES OF HOST DEFENSE IN GUINEA-PIG,SURGERY,J,NA
"Wang, Yong-Long; Zhang, Xuan; Xu, Ying; Babalola, Busayo Joshua; Xiang, Si-Min; Zhao, Yan-Ling; Fan, Yong-Jun","Fungal Diversity and Community Assembly of Ectomycorrhizal Fungi Associated With Five Pine Species in Inner Mongolia, China",FRONTIERS IN MICROBIOLOGY,J,https://doi.org/10.3389/fmicb.2021.646821
"von Zeipel, Hugo; Eriksson, Ove; Ehrlen, Johan",Host plant population size determines cascading effects in a plant-herbivore-parasitoid system,BASIC AND APPLIED ECOLOGY,J,https://doi.org/10.1016/j.baae.2005.06.004
